Student_ID,Institution_Type,AISHE_Code,State,Academic_Year,District,Age,Gender,Area_Type,Social_Category,Education_Level,Program,Affiliated_University,College_Type,Mother_Education,Father_Education,Family_Income_Monthly,Medium_of_Instruction,Attendance_Percentage,Current_Academic_Score,Previous_Year_Score,First_Semester_Grade,Second_Semester_Grade,Fee_Payment_Status,Scholarship_Status,Financial_Assistance,Disciplinary_Records,Extracurricular_Participation,Library_Usage,Risk_Level,Institution_Code,Year,Data_Source_Year,Primary_Sources
RJC00399,College,C-93130,Rajasthan,2024-25,Bharatpur,21,Male,Urban,OBC,Undergraduate,Bachelor of Commerce (BCom),"Maharaja Ganga Singh University, Bikaner",Government College,Post_Graduate,Higher_Secondary,10000-20000,English,78.44671672518517,95.0,96.3338618,87.93092188,94.99712769,Pending,No,Received,No,Active,Regular,Medium_Risk,C-93130,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00400,College,C-44600,Rajasthan,2024-25,Bharatpur,18,Male,Rural,OBC,Undergraduate,Bachelor of Science (BSc),"University of Rajasthan, Jaipur",Private College,Literate_No_Formal,Graduate,10000-20000,Hindi,81.57888380307908,87.3,88.01288786,89.89710242,87.50486336,Up_to_Date,No,Not_Received,No,Active,Occasional,Low_Risk,C-44600,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00401,College,C-76244,Rajasthan,2024-25,Jaipur,21,Male,Urban,General,Undergraduate,Bachelor of Science (BSc),"Rajasthan University of Health Sciences, Jaipur",Government College,Secondary,Upper_Primary,20000-50000,English,98.43594175532915,64.0,66.91304445,70.66451903,60.92215454,Up_to_Date,No,Not_Received,No,Limited,Regular,Low_Risk,C-76244,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00402,College,C-74032,Rajasthan,2024-25,Barmer,18,Male,Urban,OBC,Undergraduate,Master of Business Administration (MBA),"University of Rajasthan, Jaipur",Government College,Illiterate,Graduate,5000-10000,Hindi,73.57700356271026,84.5,83.9413651,89.03110984,81.8388704,Up_to_Date,No,Not_Received,No,Limited,Regular,Low_Risk,C-74032,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00403,College,C-42914,Rajasthan,2024-25,Kota,18,Female,Urban,General,Undergraduate,Bachelor of Technology (BTech),"Amity University, Jaipur",Government College,Upper_Primary,Secondary,10000-20000,Hindi,97.10842787433776,90.5,89.49513214,97.00686515,90.93349481,Up_to_Date,Yes,Not_Received,No,Active,Regular,Low_Risk,C-42914,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00404,College,C-16658,Rajasthan,2024-25,Nagaur,19,Male,Urban,General,Undergraduate,Master of Arts (MA),"Rajasthan Technical University, Kota",Private College,Graduate,Upper_Primary,5000-10000,English,100.0,95.0,98.0,93.72866281,91.62702595,Pending,Yes,Not_Received,No,Active,Regular,Low_Risk,C-16658,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00405,College,C-22097,Rajasthan,2024-25,Jodhpur,20,Male,Urban,General,Diploma,Master of Business Administration (MBA),"University of Rajasthan, Jaipur",Private College,Primary,Upper_Primary,20000-50000,English,75.32980410500733,65.6,76.72892944,62.80028619,57.06764902,Pending,No,Received,No,Active,Occasional,Medium_Risk,C-22097,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00406,College,C-93136,Rajasthan,2024-25,Baran,21,Female,Urban,General,Undergraduate,Bachelor of Science (BSc),"NIIT University, Neemrana",Private College,Secondary,Literate_No_Formal,Below_5000,English,96.96514093624238,82.9,69.83957644,78.47859189,84.19019166,Pending,No,Received,No,Limited,Regular,Medium_Risk,C-93136,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00407,College,C-65518,Rajasthan,2024-25,Jodhpur,21,Male,Urban,SC,Postgraduate,Master of Science (MSc),"Maharana Pratap University of Agriculture & Technology, Udaipur",Private College,Illiterate,Illiterate,5000-10000,Hindi,60.54805994132212,53.3,52.38016921,52.9646212,59.74019949,Pending,Yes,Not_Received,No,Active,Regular,High_Risk,C-65518,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00408,College,C-46265,Rajasthan,2024-25,Jaipur,19,Female,Rural,General,Undergraduate,Bachelor of Commerce (BCom),"University of Rajasthan, Jaipur",Private College,Secondary,Literate_No_Formal,10000-20000,English,85.9166282503872,95.0,88.49044453,94.52845522,100.0,Pending,Yes,Not_Received,No,Active,Regular,Low_Risk,C-46265,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00409,College,C-15778,Rajasthan,2024-25,Barmer,19,Male,Urban,ST,Undergraduate,Master of Commerce (MCom),"Rajasthan University of Health Sciences, Jaipur",Private College,Primary,Upper_Primary,10000-20000,English,67.4630823261074,79.6,76.11222827,80.84006577,74.7415872,Pending,Yes,Received,No,Active,Regular,Medium_Risk,C-15778,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00410,College,C-10464,Rajasthan,2024-25,Jaipur,25,Male,Urban,ST,Undergraduate,Bachelor of Arts (BA),"Jai Narain Vyas University, Jodhpur",Private College,Literate_No_Formal,Primary,10000-20000,English,100.0,77.1,79.32012968,76.32421526,69.59263251,Pending,Yes,Not_Received,No,Active,Regular,Low_Risk,C-10464,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00411,College,C-53719,Rajasthan,2024-25,Jodhpur,19,Male,Rural,OBC,Undergraduate,Bachelor of Education (BEd),"Manipal University, Jaipur",Private College,Primary,Upper_Primary,20000-50000,English,88.07226681297523,94.7,98.0,93.89823362,92.99487271,Pending,Yes,Not_Received,No,Active,Regular,Low_Risk,C-53719,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00412,College,C-27146,Rajasthan,2024-25,Churu,20,Male,Urban,General,Undergraduate,Bachelor of Science (BSc),"Manipal University, Jaipur",Government College,Illiterate,Post_Graduate,20000-50000,English,82.53330944217242,82.1,80.20298845,77.43983568,91.50674906,Up_to_Date,No,Not_Received,No,Active,Occasional,Low_Risk,C-27146,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00413,College,C-93507,Rajasthan,2024-25,Churu,18,Female,Urban,OBC,Undergraduate,Bachelor of Science (BSc),"NIIT University, Neemrana",Government College,Graduate,Primary,Below_5000,English,77.4232281091986,72.3,55.99327732,77.94971408,76.17358847,Pending,Yes,Not_Received,No,Active,Regular,Medium_Risk,C-93507,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00414,College,C-44335,Rajasthan,2024-25,Ajmer,21,Male,Rural,SC,Undergraduate,Master of Science (MSc),"Maharana Pratap University of Agriculture & Technology, Udaipur",Private College,Primary,Upper_Primary,5000-10000,Hindi,82.80818463892912,69.3,60.57963536,69.75910837,73.52378806,Up_to_Date,No,Not_Received,No,Active,Regular,Low_Risk,C-44335,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00415,College,C-31178,Rajasthan,2024-25,Udaipur,21,Female,Urban,OBC,Undergraduate,Bachelor of Commerce (BCom),"Maharaja Ganga Singh University, Bikaner",Private College,Literate_No_Formal,Illiterate,Below_5000,English,81.84927455596578,95.0,98.0,93.95333639,100.0,Pending,No,Not_Received,No,Active,Regular,Medium_Risk,C-31178,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00416,College,C-67912,Rajasthan,2024-25,Kota,19,Male,Urban,General,Undergraduate,Bachelor of Technology (BTech),"Manipal University, Jaipur",Government College,Primary,Illiterate,5000-10000,Hindi,97.03329253919578,87.6,64.67658862,83.11542448,90.12459938,Pending,No,Not_Received,No,Active,Occasional,Low_Risk,C-67912,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00417,College,C-82309,Rajasthan,2024-25,Jodhpur,18,Male,Urban,OBC,Undergraduate,Bachelor of Commerce (BCom),"University of Rajasthan, Jaipur",Government Aided College,Primary,Higher_Secondary,5000-10000,Hindi,86.52010990306667,73.3,81.79941721,65.30852134,74.02365129,Up_to_Date,No,Received,No,Limited,Regular,Low_Risk,C-82309,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00418,College,C-66057,Rajasthan,2024-25,Jodhpur,21,Female,Rural,SC,Undergraduate,Master of Arts (MA),"Maharana Pratap University of Agriculture & Technology, Udaipur",Private College,Secondary,Secondary,20000-50000,Hindi,100.0,85.0,88.16983993,92.84778516,88.97384138,Pending,Yes,Not_Received,No,Limited,Occasional,Low_Risk,C-66057,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00419,College,C-83519,Rajasthan,2024-25,Bikaner,21,Male,Rural,SC,Undergraduate,Bachelor of Science (BSc),"Maharana Pratap University of Agriculture & Technology, Udaipur",Private College,Graduate,Higher_Secondary,20000-50000,Hindi,80.65472416706731,95.0,98.0,98.32783225,91.72300337,Pending,Yes,Not_Received,No,Limited,Regular,Medium_Risk,C-83519,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00420,College,C-11267,Rajasthan,2024-25,Bharatpur,19,Female,Rural,General,Undergraduate,Bachelor of Arts (BA),"University of Rajasthan, Jaipur",Private College,Primary,Illiterate,Below_5000,Hindi,93.89846412771831,91.4,88.8114465,81.65649294,82.91322193,Pending,No,Received,No,Active,Regular,Medium_Risk,C-11267,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00421,College,C-24663,Rajasthan,2024-25,Bhilwara,24,Female,Urban,OBC,Undergraduate,Bachelor of Science (BSc),"Mohan Lal Sukhadia University, Udaipur",Private College,Higher_Secondary,Secondary,Below_5000,Hindi,80.34993911567248,83.5,66.00875661,88.0788538,87.83798161,Pending,Yes,Received,No,Active,Regular,Medium_Risk,C-24663,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00422,College,C-19862,Rajasthan,2024-25,Bhilwara,18,Female,Rural,General,Postgraduate,Bachelor of Commerce (BCom),"Amity University, Jaipur",Private College,Upper_Primary,Primary,10000-20000,Hindi,99.70573820153542,89.4,91.84290113,94.93488702,96.82642863,Up_to_Date,Yes,Not_Received,No,Active,Regular,Low_Risk,C-19862,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00423,College,C-29536,Rajasthan,2024-25,Jaipur,19,Female,Urban,General,Undergraduate,Bachelor of Arts (BA),"Amity University, Jaipur",Constituent College,Illiterate,Literate_No_Formal,5000-10000,English,95.66058152696456,90.4,98.0,91.14625673,83.69060836,Pending,No,Not_Received,No,Active,Regular,Low_Risk,C-29536,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00424,College,C-81511,Rajasthan,2024-25,Kota,23,Male,Rural,SC,Undergraduate,Bachelor of Science (BSc),"University of Rajasthan, Jaipur",Constituent College,Secondary,Illiterate,5000-10000,Hindi,85.99414923799871,80.3,86.69777444,89.88866537,85.23152889,Up_to_Date,No,Not_Received,No,Limited,Regular,Low_Risk,C-81511,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00425,College,C-14722,Rajasthan,2024-25,Jaipur,19,Male,Rural,General,Undergraduate,Bachelor of Commerce (BCom),"University of Rajasthan, Jaipur",Government College,Upper_Primary,Illiterate,20000-50000,English,88.8554282652006,63.3,56.99846813,64.60031785,73.38459428,Up_to_Date,No,Received,Yes,Active,Occasional,Low_Risk,C-14722,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00426,College,C-58393,Rajasthan,2024-25,Ajmer,20,Male,Urban,General,Undergraduate,Bachelor of Arts (BA),"Jai Narain Vyas University, Jodhpur",Private College,Secondary,Primary,20000-50000,Hindi,100.0,80.7,80.3940886,72.19905883,80.68652279,Pending,Yes,Received,No,Active,Regular,Low_Risk,C-58393,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00427,College,C-86350,Rajasthan,2024-25,Kota,19,Female,Urban,General,Undergraduate,Bachelor of Technology (BTech),"Amity University, Jaipur",Government College,Higher_Secondary,Illiterate,5000-10000,English,98.34495383498393,59.3,54.03730985,61.49101401,54.39198689,Up_to_Date,Yes,Received,No,Active,Occasional,Low_Risk,C-86350,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00428,College,C-82420,Rajasthan,2024-25,Baran,19,Female,Rural,SC,Undergraduate,Master of Technology (MTech),"University of Rajasthan, Jaipur",Government College,Primary,Post_Graduate,20000-50000,English,73.94029768053903,95.0,87.44586829,96.46938381,95.73811204,Up_to_Date,No,Not_Received,No,Limited,Regular,Low_Risk,C-82420,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00429,College,C-29410,Rajasthan,2024-25,Jodhpur,25,Male,Rural,SC,Undergraduate,Bachelor of Arts (BA),"Central University of Rajasthan, Ajmer",Private College,Graduate,Primary,5000-10000,English,75.08617066739168,95.0,98.0,91.38021891,91.69679619,Up_to_Date,No,Received,No,Limited,Regular,Low_Risk,C-29410,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00430,College,C-66333,Rajasthan,2024-25,Jaipur,19,Female,Rural,OBC,Postgraduate,Bachelor of Technology (BTech),"University of Rajasthan, Jaipur",Private College,Higher_Secondary,Illiterate,10000-20000,English,92.40609419898928,78.0,67.41974151,81.44135302,74.29961934,Pending,No,Received,No,Active,Regular,Low_Risk,C-66333,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00431,College,C-26704,Rajasthan,2024-25,Jaipur,22,Male,Urban,SC,Undergraduate,Master of Arts (MA),"Rajasthan University of Health Sciences, Jaipur",Private College,Upper_Primary,Literate_No_Formal,5000-10000,Hindi,100.0,84.6,76.44946856,74.5940084,87.1991044,Up_to_Date,Yes,Received,No,Limited,Regular,Low_Risk,C-26704,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00432,College,C-15482,Rajasthan,2024-25,Sikar,19,Female,Urban,General,Undergraduate,Bachelor of Commerce (BCom),"Mohan Lal Sukhadia University, Udaipur",Government College,Secondary,Secondary,Below_5000,Regional_Language,93.06642186586517,75.4,65.56779493,81.34340096,65.77762315,Up_to_Date,No,Not_Received,No,Active,Occasional,Low_Risk,C-15482,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00433,College,C-50404,Rajasthan,2024-25,Udaipur,19,Male,Rural,OBC,Undergraduate,Master of Arts (MA),"Manipal University, Jaipur",Private College,Primary,Illiterate,20000-50000,English,85.63974209893524,95.0,82.07801981,89.73126978,86.33642647,Up_to_Date,Yes,Not_Received,Yes,Active,Regular,Low_Risk,C-50404,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00434,College,C-57795,Rajasthan,2024-25,Jaipur,18,Female,Rural,OBC,Postgraduate,Bachelor of Commerce (BCom),"Jai Narain Vyas University, Jodhpur",Private College,Post_Graduate,Higher_Secondary,5000-10000,English,83.38095260971411,75.0,75.17131433,69.09032325,75.11574528,Up_to_Date,No,Received,No,Active,Regular,Low_Risk,C-57795,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00435,College,C-15229,Rajasthan,2024-25,Jaipur,21,Female,Rural,General,Undergraduate,Bachelor of Commerce (BCom),"Rajasthan University of Health Sciences, Jaipur",Private College,Secondary,Graduate,10000-20000,English,100.0,95.0,98.0,94.31705137,94.86614877,Up_to_Date,Yes,Not_Received,No,Active,Regular,Low_Risk,C-15229,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00436,College,C-56898,Rajasthan,2024-25,Bikaner,19,Male,Urban,OBC,Undergraduate,Bachelor of Arts (BA),"Jai Narain Vyas University, Jodhpur",Government College,Illiterate,Literate_No_Formal,5000-10000,Hindi,67.64864218902342,66.7,64.22098595,69.29783757,68.76132746,Up_to_Date,No,Not_Received,No,Active,Regular,Medium_Risk,C-56898,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00437,College,C-37535,Rajasthan,2024-25,Jaipur,22,Male,Urban,ST,Undergraduate,Master of Arts (MA),"Central University of Rajasthan, Ajmer",Private College,Primary,Upper_Primary,Below_5000,English,98.22293713904698,95.0,81.9540176,95.98354438,100.0,Pending,Yes,Not_Received,No,Active,Regular,Medium_Risk,C-37535,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00438,College,C-99399,Rajasthan,2024-25,Nagaur,20,Male,Rural,General,Postgraduate,Master of Arts (MA),"Amity University, Jaipur",Private College,Secondary,Illiterate,Below_5000,Hindi,78.65115498050754,78.8,84.51955632,74.34404501,79.42708422,Pending,Yes,Not_Received,Yes,Limited,Regular,Medium_Risk,C-99399,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00439,College,C-42706,Rajasthan,2024-25,Bikaner,24,Male,Urban,General,Diploma,Bachelor of Arts (BA),"University of Rajasthan, Jaipur",Government College,Illiterate,Secondary,5000-10000,English,100.0,61.9,74.38561403,58.86346425,65.4890329,Up_to_Date,Yes,Not_Received,No,Limited,Regular,Low_Risk,C-42706,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00440,College,C-97416,Rajasthan,2024-25,Jaipur,18,Male,Rural,General,Undergraduate,Bachelor of Science (BSc),"Amity University, Jaipur",Constituent College,Illiterate,Upper_Primary,10000-20000,Hindi,75.66892229183256,69.0,62.83006141,62.20174592,63.14680239,Pending,Yes,Not_Received,No,Active,Regular,Medium_Risk,C-97416,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00441,College,C-23473,Rajasthan,2024-25,Jaipur,22,Female,Rural,General,Postgraduate,Master of Business Administration (MBA),"Rajasthan Technical University, Kota",Private College,Upper_Primary,Primary,5000-10000,English,92.5401138006166,76.3,71.47156587,74.95192059,80.90762598,Up_to_Date,No,Not_Received,No,Active,Regular,Low_Risk,C-23473,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00442,College,C-56357,Rajasthan,2024-25,Dhaulpur,21,Female,Urban,ST,Postgraduate,Bachelor of Commerce (BCom),"University of Rajasthan, Jaipur",Government College,Primary,Literate_No_Formal,10000-20000,Hindi,81.76703920164081,76.0,79.12528504,82.45012729,72.84165481,Up_to_Date,Yes,Received,No,Limited,Regular,Low_Risk,C-56357,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00443,College,C-83385,Rajasthan,2024-25,Jodhpur,21,Female,Urban,OBC,Undergraduate,Bachelor of Commerce (BCom),"Maharaja Ganga Singh University, Bikaner",Government College,Primary,Secondary,10000-20000,Hindi,81.40525124509756,92.2,98.0,92.17442237,92.628525,Up_to_Date,Yes,Received,No,Active,Regular,Low_Risk,C-83385,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00444,College,C-63264,Rajasthan,2024-25,Jodhpur,22,Male,Urban,OBC,Undergraduate,Master of Technology (MTech),"University of Rajasthan, Jaipur",Government College,Literate_No_Formal,Upper_Primary,10000-20000,English,62.68893479948539,47.1,41.94132683,52.25648553,46.44690825,Up_to_Date,Yes,Not_Received,No,Active,Regular,Medium_Risk,C-63264,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00445,College,C-91351,Rajasthan,2024-25,Pali,21,Female,Urban,SC,Undergraduate,Master of Arts (MA),"National Law University, Jodhpur",Private College,Illiterate,Literate_No_Formal,5000-10000,English,62.51333979179308,63.4,51.74040175,72.13240803,69.59784541,Pending,Yes,Not_Received,No,Active,Regular,Medium_Risk,C-91351,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00446,College,C-30257,Rajasthan,2024-25,Churu,20,Female,Rural,General,Diploma,Bachelor of Technology (BTech),"Manipal University, Jaipur",Government College,Secondary,Secondary,20000-50000,English,81.96568857968758,68.4,72.45134885,64.87188889,60.54014067,Up_to_Date,Yes,Not_Received,No,Active,Occasional,Low_Risk,C-30257,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00447,College,C-41029,Rajasthan,2024-25,Dhaulpur,18,Male,Urban,OBC,Undergraduate,Master of Science (MSc),"University of Rajasthan, Jaipur",Private College,Upper_Primary,Secondary,5000-10000,Hindi,92.54671227302516,83.4,88.79254459,82.28056048,69.70056819,Pending,No,Not_Received,No,Active,Regular,Low_Risk,C-41029,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00448,College,C-31299,Rajasthan,2024-25,Bharatpur,18,Female,Rural,OBC,Postgraduate,Master of Commerce (MCom),"Maharana Pratap University of Agriculture & Technology, Udaipur",Private College,Literate_No_Formal,Higher_Secondary,5000-10000,Hindi,76.08313112786357,88.9,87.9490516,100.0,87.61940382,Pending,No,Not_Received,No,Active,Regular,Medium_Risk,C-31299,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00449,College,C-33206,Rajasthan,2024-25,Jodhpur,23,Female,Urban,OBC,Undergraduate,Bachelor of Commerce (BCom),"Manipal University, Jaipur",Private College,Primary,Illiterate,Below_5000,English,78.191617242037,77.9,72.43493392,86.56606047,80.71118754,Up_to_Date,Yes,Received,No,Limited,Regular,Low_Risk,C-33206,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00450,College,C-64040,Rajasthan,2024-25,Jaipur,20,Male,Rural,Minority,Undergraduate,Bachelor of Commerce (BCom),"NIIT University, Neemrana",Government College,Upper_Primary,Higher_Secondary,5000-10000,Regional_Language,97.19058551597998,88.0,94.95502985,77.96557285,88.91361625,Pending,No,Received,No,Limited,Regular,Low_Risk,C-64040,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00451,College,C-13248,Rajasthan,2024-25,Sikar,21,Male,Urban,SC,Undergraduate,Bachelor of Commerce (BCom),"Maharana Pratap University of Agriculture & Technology, Udaipur",Government Aided College,Illiterate,Secondary,Below_5000,English,81.8249982380782,64.5,67.72428804,66.8228899,71.89322542,Pending,Yes,Received,No,Active,Regular,Medium_Risk,C-13248,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00452,College,C-33509,Rajasthan,2024-25,Ajmer,20,Male,Rural,OBC,Undergraduate,Master of Business Administration (MBA),"NIIT University, Neemrana",Private College,Illiterate,Illiterate,10000-20000,English,93.66171783116825,90.8,83.65251586,90.80335995,93.42423605,Pending,No,Not_Received,No,Active,Regular,Medium_Risk,C-33509,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00453,College,C-53540,Rajasthan,2024-25,Kota,18,Male,Rural,SC,Postgraduate,Master of Arts (MA),"Maharana Pratap University of Agriculture & Technology, Udaipur",Private College,Illiterate,Secondary,Below_5000,English,100.0,95.0,94.39275785,99.95871867,91.61691001,Pending,Yes,Not_Received,No,Limited,Regular,Medium_Risk,C-53540,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00454,College,C-63964,Rajasthan,2024-25,Barmer,18,Female,Urban,General,Postgraduate,Bachelor of Arts (BA),"Mohan Lal Sukhadia University, Udaipur",Private College,Higher_Secondary,Upper_Primary,5000-10000,English,65.98570699572434,64.2,52.38633974,59.7301274,50.24747908,Up_to_Date,No,Not_Received,No,Active,Regular,Medium_Risk,C-63964,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00455,College,C-97806,Rajasthan,2024-25,Jaipur,21,Female,Rural,General,Postgraduate,Master of Commerce (MCom),"Amity University, Jaipur",Government College,Higher_Secondary,Graduate,10000-20000,English,88.41191131605197,95.0,98.0,89.96234977,93.57612659,Up_to_Date,No,Not_Received,Yes,Limited,Occasional,Low_Risk,C-97806,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00456,College,C-42527,Rajasthan,2024-25,Kota,19,Female,Urban,General,Undergraduate,Bachelor of Commerce (BCom),"Maharaja Ganga Singh University, Bikaner",Private College,Higher_Secondary,Illiterate,5000-10000,English,98.90780051814086,88.6,85.50213144,84.54357571,94.76775401,Pending,No,Not_Received,No,Active,Regular,Low_Risk,C-42527,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
